job_name,order_id,folder,status,held,deleted,cyclic,startTime,endTime,orderDate,description,application,estimatedStartTime,estimatedEndTime
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4rqlk,EBIETLBCORE,Wait User,0,1,0,,,220709,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/9/2022 2:39,7/9/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4d7i5,EBIETLBCORE,Wait User,0,1,0,,,220624,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/24/2022 2:39,6/24/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_GDW_SRC_LRF_MD,45lrs,EBIETLBCORE,Wait User,0,1,0,,,220616,TO LOAD DATA FROM GDW SRC TO LRF FILE,EBIETLBCORE,6/16/2022 13:00,6/16/2022 15:40
EBIETLBCORE_FED_LRF_INC,48hmp,EBIETLBCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220619,TO LOAD DATA FROM COLLECTION SERVER TO LRF FILE TO INC TABLES,EBIETLBCORE,,
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4ac35,EBIETLBCORE,Wait User,0,1,0,,,220621,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/21/2022 2:39,6/21/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_GDW_SRC_LRF_MD,49f55,EBIETLBCORE,Wait User,0,1,0,,,220620,TO LOAD DATA FROM GDW SRC TO LRF FILE,EBIETLBCORE,6/20/2022 13:00,6/20/2022 15:40
EBIETLBCORE_EMC_SOHD_SOLN_GDW_SRC_LRF_MD,4i23m,EBIETLBCORE,Wait User,0,1,0,,,220629,TO LOAD DATA FROM GDW SRC TO LRF FILE,EBIETLBCORE,6/29/2022 13:00,6/29/2022 15:40
EBIETLBCORE_EMC_SOHD_SOLN_GDW_SRC_LRF_MD,4pw01,EBIETLBCORE,Wait User,0,1,0,,,220707,TO LOAD DATA FROM GDW SRC TO LRF FILE,EBIETLBCORE,7/7/2022 13:00,7/7/2022 15:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4qo92,EBIETLBCORE,Wait User,0,1,0,,,220708,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/8/2022 2:39,7/8/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4mudj,EBIETLBCORE,Wait User,0,1,0,,,220704,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/4/2022 2:39,7/4/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_GDW_SRC_LRF_MD,4jzbt,EBIETLBCORE,Wait User,0,1,0,,,220701,TO LOAD DATA FROM GDW SRC TO LRF FILE,EBIETLBCORE,7/1/2022 13:00,7/1/2022 15:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4nsk6,EBIETLBCORE,Wait User,0,1,0,,,220705,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/5/2022 2:39,7/5/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_GDW_SRC_LRF_MD,4baji,EBIETLBCORE,Wait User,0,1,0,,,220622,TO LOAD DATA FROM GDW SRC TO LRF FILE,EBIETLBCORE,6/22/2022 13:00,6/22/2022 15:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4shnd,EBIETLBCORE,Wait User,0,0,0,,,220710,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/10/2022 2:39,7/10/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_GDW_SRC_LRF_MD,4oqec,EBIETLBCORE,Wait User,0,1,0,,,220706,TO LOAD DATA FROM GDW SRC TO LRF FILE,EBIETLBCORE,7/6/2022 13:00,7/6/2022 15:40
EBIETLBCORE_EMC_SOHD_SOLN_GDW_SRC_LRF_MD,4j0ji,EBIETLBCORE,Wait User,0,1,0,,,220630,TO LOAD DATA FROM GDW SRC TO LRF FILE,EBIETLBCORE,6/30/2022 13:00,6/30/2022 15:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4h3da,EBIETLBCORE,Wait User,0,1,0,,,220628,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/28/2022 2:39,6/28/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4c94r,EBIETLBCORE,Wait User,0,1,0,,,220623,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/23/2022 2:39,6/23/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_GDW_SRC_LRF_MD,4kxmw,EBIETLBCORE,Wait User,0,1,0,,,220702,TO LOAD DATA FROM GDW SRC TO LRF FILE,EBIETLBCORE,7/2/2022 13:00,7/2/2022 15:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4g26l,EBIETLBCORE,Wait User,0,1,0,,,220627,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/27/2022 15:50,6/27/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4e6go,EBIETLBCORE,Wait User,0,0,0,,,220625,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/25/2022 15:50,6/25/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,46m39,EBIETLBCORE,Wait User,0,1,0,,,220617,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/17/2022 2:39,6/17/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4lvdv,EBIETLBCORE,Wait User,0,1,0,,,220703,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/3/2022 15:50,7/3/2022 15:52
EBIETLBCORE_FED_LRF_INC,4f496,EBIETLBCORE,Ended OK,0,0,0,6/26/2022 1:42,6/26/2022 1:43,220626,TO LOAD DATA FROM COLLECTION SERVER TO LRF FILE TO INC TABLES,EBIETLBCORE,,
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,47k4i,EBIETLBCORE,Wait User,0,1,0,,,220618,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/18/2022 15:50,6/18/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4rqll,EBIETLBCORE,Wait User,0,1,0,,,220709,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/9/2022 15:50,7/9/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4d7i6,EBIETLBCORE,Wait User,0,1,0,,,220624,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/24/2022 15:50,6/24/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,45lrt,EBIETLBCORE,Wait User,0,1,0,,,220616,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/16/2022 2:39,6/16/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,48hk0,EBIETLBCORE,Wait User,0,1,0,,,220619,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/19/2022 2:39,6/19/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4ac36,EBIETLBCORE,Wait User,0,1,0,,,220621,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/21/2022 15:50,6/21/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,49f56,EBIETLBCORE,Wait User,0,1,0,,,220620,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/20/2022 2:39,6/20/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4i23n,EBIETLBCORE,Wait User,0,1,0,,,220629,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/29/2022 2:39,6/29/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4pw02,EBIETLBCORE,Wait User,0,1,0,,,220707,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/7/2022 2:39,7/7/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4qo93,EBIETLBCORE,Wait User,0,1,0,,,220708,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/8/2022 15:50,7/8/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4mudk,EBIETLBCORE,Wait User,0,1,0,,,220704,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/4/2022 15:50,7/4/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4jzbv,EBIETLBCORE,Wait User,0,1,0,,,220701,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/1/2022 15:50,7/1/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4nsk7,EBIETLBCORE,Wait User,0,1,0,,,220705,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/5/2022 15:50,7/5/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4bajj,EBIETLBCORE,Wait User,0,1,0,,,220622,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/22/2022 2:39,6/22/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4shne,EBIETLBCORE,Wait User,0,0,0,,,220710,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/10/2022 15:50,7/10/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4oqed,EBIETLBCORE,Wait User,0,1,0,,,220706,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/6/2022 2:39,7/6/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4j0jj,EBIETLBCORE,Wait User,0,1,0,,,220630,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/30/2022 2:39,6/30/2022 2:40
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4h3db,EBIETLBCORE,Wait User,0,1,0,,,220628,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/28/2022 15:50,6/28/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4c94s,EBIETLBCORE,Wait User,0,1,0,,,220623,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/23/2022 15:50,6/23/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE,4kxmx,EBIETLBCORE,Wait User,0,1,0,,,220702,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/2/2022 2:39,7/2/2022 2:40
EBIETLBSLS_AFFINITY_SP1_PRD,4g71d,EBIETLBSLS,Ended OK,0,0,0,6/27/2022 2:02,6/27/2022 2:03,220627,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBCORE_FED_LRF_INC,4e6jc,EBIETLBCORE,Ended OK,0,0,0,6/25/2022 1:49,6/25/2022 1:50,220625,TO LOAD DATA FROM COLLECTION SERVER TO LRF FILE TO INC TABLES,EBIETLBCORE,,
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,46m3a,EBIETLBCORE,Wait User,0,1,0,,,220617,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/17/2022 15:50,6/17/2022 15:52
EBIETLBCORE_ITM_DOMINO_SRC_LRF_SET1,4lvi6,EBIETLBCORE,Ended OK,0,0,0,7/3/2022 9:00,7/3/2022 9:05,220703,Extract data from SRC(Domino) to item's LRF,EBIETLBCORE,,
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4f46i,EBIETLBCORE,Wait User,0,1,0,,,220626,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/26/2022 15:50,6/26/2022 15:52
EBIETLBCORE_FED_LRF_INC,47k76,EBIETLBCORE,Ended OK,0,0,0,2.02E+13,2.02E+13,220618,TO LOAD DATA FROM COLLECTION SERVER TO LRF FILE TO INC TABLES,EBIETLBCORE,,
EBIETLBCORE_FED_LRF_INC,4rqnz,EBIETLBCORE,Ended OK,0,0,0,7/9/2022 2:16,7/9/2022 2:17,220709,TO LOAD DATA FROM COLLECTION SERVER TO LRF FILE TO INC TABLES,EBIETLBCORE,,
EBIETLBCORE_FED_LRF_INC,4d7ku,EBIETLBCORE,Wait Condition,0,0,0,,,220624,TO LOAD DATA FROM COLLECTION SERVER TO LRF FILE TO INC TABLES,EBIETLBCORE,6/24/2022 23:00,6/24/2022 23:03
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,45lru,EBIETLBCORE,Wait User,0,1,0,,,220616,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/16/2022 15:50,6/16/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,48hk1,EBIETLBCORE,Wait User,0,1,0,,,220619,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/19/2022 15:50,6/19/2022 15:52
EBIETLBSLS_AFFINITY_SP1_PRD,4ak3n,EBIETLBSLS,Ended OK,0,0,0,6/21/2022 2:08,6/21/2022 2:09,220621,HOUSEHOLD ROLLUP,EBIETLBSLS,,
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,49f57,EBIETLBCORE,Wait User,0,1,0,,,220620,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/20/2022 15:50,6/20/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4i23o,EBIETLBCORE,Wait User,0,1,0,,,220629,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,6/29/2022 15:50,6/29/2022 15:52
EBIETLBCORE_EMC_SOHD_SOLN_INC_BASE_MD,4pw03,EBIETLBCORE,Wait User,0,1,0,,,220707,LOAD  DATA TO EMC INC TO BASE TABLES,EBIETLBCORE,7/7/2022 15:50,7/7/2022 15:52
